,vID,da,ti,la2,lo2,bfss,wea,vis,sec,nm,la1,lo1,nobs,spec,pods,sight,rdist,ang,bl_leg,datetime,year,month,platform
1,G,20010628,74600,66.774,-21.223,2,7,1,9,0.024,66.774,-21.224,6.2,oo,1,1,2778,320,"FN,03",28/06/2001 07:46,2001,6,d
2,G,20010628,84208,66.823,-20.892,2,7,2,17,0.047,66.823,-20.894,6.2,ba,1,1,20,5,"FN,03",28/06/2001 08:42,2001,6,d
3,G,20010628,91810,66.855,-20.681,1,4,5,19,0.076,66.854,-20.683,6.2,ba,2,1,1481,15,"FN,03",28/06/2001 09:18,2001,6,d
4,G,20010628,93900,66.86,-20.623,1,4,5,69,0.118,66.86,-20.628,6.2,ba,1,1,222,330,"FN,03",28/06/2001 09:39,2001,6,d
5,G,20010628,94150,66.861,-20.612,1,4,5,119,0.189,66.861,-20.62,6.2,mn,1,1,5556,290,"FN,03",28/06/2001 09:41,2001,6,d
6,G,20010628,94650,66.863,-20.591,1,4,5,59,0.118,66.863,-20.596,6.2,mn,1,1,9260,315,"FN,03",28/06/2001 09:46,2001,6,d
7,G,20010628,95920,66.873,-20.516,1,4,5,89,0.22,66.872,-20.525,6.2,ba,1,1,1852,55,"FN,03",28/06/2001 09:59,2001,6,d
8,G,20010628,100710,66.88,-20.468,1,4,5,79,0.198,66.879,-20.476,6.2,ba,1,1,1481,5,"FN,03",28/06/2001 10:07,2001,6,d
9,G,20010628,100720,66.881,-20.467,1,4,5,10,0.064,66.88,-20.468,6.2,ba,1,1,185,7,"FN,03",28/06/2001 10:07,2001,6,d
10,G,20010628,101210,66.885,-20.438,1,4,5,19,0.047,66.885,-20.44,6.2,ba,1,1,555,0,"FN,03",28/06/2001 10:12,2001,6,d
11,G,20010628,101527,66.888,-20.418,1,4,5,96,0.22,66.887,-20.427,6.2,ba,1,1,1852,25,"FN,03",28/06/2001 10:15,2001,6,d
12,G,20010628,103200,66.902,-20.315,1,4,5,9,0.024,66.902,-20.316,6.2,ba,1,1,1296,290,"FN,03",28/06/2001 10:32,2001,6,d
13,G,20010628,104200,66.911,-20.254,1,4,5,9,0.024,66.911,-20.255,6.2,ba,1,1,1296,32,"FN,03",28/06/2001 10:42,2001,6,d
14,G,20010628,110330,66.93,-20.116,1,4,5,99,0.266,66.929,-20.127,6.2,ba,1,1,2352,353,"FN,03",28/06/2001 11:03,2001,6,d
15,G,20010628,113535,66.959,-19.911,1,4,na,104,0.265,66.958,-19.922,6.2,ba,1,1,700,334,"FN,03",28/06/2001 11:35,2001,6,d
16,G,20010628,113600,66.959,-19.908,1,4,na,9,0.023,66.959,-19.909,6.2,ba,2,1,629,328,"FN,03",28/06/2001 11:36,2001,6,d
17,G,20010628,130947,67.042,-19.311,0,4,na,43,0.117,67.042,-19.316,6.2,ba,1,1,888,355,"FN,03",28/06/2001 13:09,2001,6,d
18,G,20010628,134600,67.074,-19.084,0,4,na,9,0.023,67.074,-19.085,6.2,ba,1,1,1481,315,"FN,03",28/06/2001 13:46,2001,6,d
19,G,20010628,151537,67.151,-18.543,0,4,5,106,0.286,67.15,-18.555,6.2,oo,4,1,300,320,"FN,03",28/06/2001 15:15,2001,6,d
20,G,20010628,151743,67.154,-18.534,0,4,5,112,0.243,67.151,-18.541,6.2,oo,11,1,400,342,"FN,03",28/06/2001 15:17,2001,6,d
21,G,20010628,151851,67.156,-18.532,0,4,5,60,0.122,67.154,-18.533,6.2,oo,25,1,400,327,"FN,03",28/06/2001 15:18,2001,6,d
22,G,20010711,71401,65.036,-10.443,5,5,9,22,0.051,65.036,-10.441,6.2,ba,1,1,70,70,"FN,11",11/07/2001 07:14,2001,7,d
23,G,20010711,101202,65.159,-11.481,6,4,9,23,0.05,65.159,-11.479,6.2,mn,1,1,230,7,"FN,11",11/07/2001 10:12,2001,7,d
24,G,20010711,131700,65.332,-12.462,5,4,na,81,0.185,65.331,-12.455,6.2,mn,2,1,1852,35,"FN,11",11/07/2001 13:17,2001,7,d
25,G,20010711,131900,65.334,-12.473,5,4,na,81,0.185,65.333,-12.466,6.2,mn,2,1,3148,55,"FN,11",11/07/2001 13:19,2001,7,d
26,G,20010711,133925,65.345,-12.49,5,4,na,106,0.269,65.348,-12.482,6.2,mn,2,1,1296,115,"FN,11",11/07/2001 13:39,2001,7,d
27,G,20010711,135701,65.367,-12.527,5,4,na,82,0.209,65.368,-12.519,6.2,mn,1,1,926,340,"FN,11",11/07/2001 13:57,2001,7,d
28,G,20010711,135800,65.366,-12.533,5,4,na,21,0.05,65.366,-12.531,6.2,mn,1,1,1852,40,"FN,11",11/07/2001 13:58,2001,7,d
29,G,20010711,135800,65.366,-12.533,5,4,na,0,0,65.366,-12.533,6.2,mn,1,1,4630,340,"FN,11",11/07/2001 13:58,2001,7,d
30,G,20010711,140200,65.361,-12.551,5,4,na,21,0.025,65.361,-12.55,6.2,mn,1,1,1666,27,"FN,11",11/07/2001 14:02,2001,7,d
31,G,20010711,140208,65.361,-12.552,5,4,na,8,0.025,65.361,-12.551,6.2,mn,1,1,185,90,"FN,11",11/07/2001 14:02,2001,7,d
32,G,20010711,140400,65.359,-12.557,5,4,na,21,0.065,65.36,-12.556,6.2,mn,1,1,1852,49,"FN,11",11/07/2001 14:04,2001,7,d
33,G,20010711,140700,65.358,-12.573,5,4,na,60,0.125,65.358,-12.568,6.2,mn,1,1,740,17,"FN,11",11/07/2001 14:07,2001,7,d
34,G,20010711,140900,65.358,-12.586,5,4,na,0,0,65.358,-12.586,6.2,mn,1,1,926,45,"FN,11",11/07/2001 14:09,2001,7,d
35,G,20010711,140900,65.358,-12.586,5,4,na,0,0,65.358,-12.586,6.2,mn,1,1,1111,35,"FN,11",11/07/2001 14:09,2001,7,d
36,G,20010711,141304,65.359,-12.61,5,4,na,85,0.209,65.358,-12.602,6.2,mn,1,1,300,45,"FN,11",11/07/2001 14:13,2001,7,d
37,G,20010711,141432,65.36,-12.618,5,4,na,53,0.139,65.359,-12.613,6.2,mn,1,1,1852,55,"FN,11",11/07/2001 14:14,2001,7,d
38,G,20010711,142153,65.366,-12.659,5,4,na,14,0.025,65.366,-12.658,6.2,mn,1,1,1296,90,"FN,11",11/07/2001 14:21,2001,7,d
39,G,20010711,143321,65.377,-12.72,5,4,na,102,0.233,65.376,-12.711,6.2,mn,2,1,1852,333,"FN,11",11/07/2001 14:33,2001,7,d
40,G,20010711,152803,65.424,-12.986,5,8,0.3,0,0,65.424,-12.986,6.2,mn,1,1,1481,350,"FN,11",11/07/2001 15:28,2001,7,d
41,G,20010711,153807,65.434,-13.041,5,8,0.3,359,0.876,65.428,-13.009,6.2,mn,1,1,2222,334,"FN,11",11/07/2001 15:38,2001,7,d
42,G,20010711,153807,65.434,-13.041,5,8,0.3,0,0,65.434,-13.041,6.2,mn,1,1,926,320,"FN,11",11/07/2001 15:38,2001,7,d
43,G,20010711,175945,65.717,-13.348,4,8,0.5,71,0.13,65.715,-13.346,6.2,mn,1,1,1852,44,"FN,12",11/07/2001 17:59,2001,7,d
44,G,20010711,180917,65.737,-13.368,4,1,9,43,0.078,65.736,-13.366,6.2,mn,1,1,1111,105,"FN,12",11/07/2001 18:09,2001,7,d
45,G,20010711,180917,65.737,-13.368,4,1,9,0,0,65.737,-13.368,6.2,mn,1,1,35,65,"FN,12",11/07/2001 18:09,2001,7,d
46,G,20010711,181234,65.744,-13.375,4,1,9,120,0.259,65.74,-13.371,6.2,ba,1,1,30,340,"FN,12",11/07/2001 18:12,2001,7,d
47,G,20010711,182505,65.77,-13.4,4,1,9,31,0.065,65.769,-13.399,6.2,mn,2,1,5000,37,"FN,12",11/07/2001 18:25,2001,7,d
48,G,20010711,184443,65.812,-13.389,4,1,9,9,0,65.812,-13.389,6.2,mn,1,1,2222,280,"FN,12",11/07/2001 18:44,2001,7,d
49,G,20010711,184518,65.814,-13.388,4,1,9,35,0.122,65.812,-13.389,6.2,mn,1,1,2222,270,"FN,12",11/07/2001 18:45,2001,7,d
50,G,20010711,184648,65.817,-13.387,4,1,9,14,0.025,65.817,-13.388,6.2,mn,1,1,150,20,"FN,12",11/07/2001 18:46,2001,7,d
51,G,20010711,185004,65.822,-13.379,4,1,9,71,0.13,65.82,-13.381,6.2,mn,1,1,300,40,"FN,12",11/07/2001 18:50,2001,7,d
52,G,20010711,185529,65.832,-13.397,4,2,9,55,0.115,65.831,-13.393,6.2,mn,1,1,2222,313,"FN,12",11/07/2001 18:55,2001,7,d
53,G,20010711,185947,65.839,-13.416,4,2,9,73,0.159,65.838,-13.41,6.2,mn,1,1,2037,287,"FN,12",11/07/2001 18:59,2001,7,d
54,G,20010711,190000,65.84,-13.417,4,2,9,13,0.065,65.839,-13.416,6.2,mn,2,1,2778,352,"FN,12",11/07/2001 19:00,2001,7,d
55,G,20010711,190814,65.854,-13.454,4,2,9,14,0.025,65.854,-13.453,6.2,mn,1,1,185,26,"FN,12",11/07/2001 19:08,2001,7,d
56,G,20010711,191003,65.858,-13.462,4,2,9,3,0,65.858,-13.462,6.2,mn,3,1,555,351,"FN,12",11/07/2001 19:10,2001,7,d
57,G,20010711,191421,65.865,-13.482,4,2,9,39,0.095,65.864,-13.479,6.2,ba,1,1,350,5,"FN,12",11/07/2001 19:14,2001,7,d
58,G,20010711,191451,65.866,-13.484,4,2,9,17,0.025,65.866,-13.483,6.2,ba,1,1,200,315,"FN,12",11/07/2001 19:14,2001,7,d
59,G,20010711,191500,65.866,-13.485,4,2,9,9,0.025,65.866,-13.484,6.2,mn,1,1,926,310,"FN,12",11/07/2001 19:15,2001,7,d
60,G,20010711,191600,65.868,-13.49,4,2,9,0,0,65.868,-13.49,6.2,mn,1,1,300,270,"FN,12",11/07/2001 19:16,2001,7,d
61,G,20010711,191600,65.868,-13.49,4,2,9,0,0,65.868,-13.49,6.2,mn,1,1,300,90,"FN,12",11/07/2001 19:16,2001,7,d
62,G,20010711,191800,65.872,-13.497,4,2,9,86,0.205,65.869,-13.493,6.2,mn,1,1,1852,270,"FN,12",11/07/2001 19:18,2001,7,d
63,G,20010711,191800,65.872,-13.497,4,2,9,0,0,65.872,-13.497,6.2,mn,1,1,2778,270,"FN,12",11/07/2001 19:18,2001,7,d
64,G,20010711,192500,65.888,-13.516,4,2,9,26,0.065,65.887,-13.515,6.2,mn,1,1,1296,270,"FN,12",11/07/2001 19:25,2001,7,d
65,G,20010711,192800,65.895,-13.523,4,2,9,56,0.13,65.893,-13.521,6.2,mn,2,1,7408,335,"FN,12",11/07/2001 19:28,2001,7,d
66,G,20010711,193000,65.9,-13.528,4,2,9,86,0.251,65.896,-13.525,6.2,mn,1,1,3704,325,"FN,12",11/07/2001 19:30,2001,7,d
67,G,20010711,193400,65.909,-13.536,4,2,9,86,0.194,65.906,-13.533,6.2,mn,1,1,1111,290,"FN,12",11/07/2001 19:34,2001,7,d
68,G,20010711,193634,65.915,-13.542,4,2,9,120,0.316,65.91,-13.538,6.2,mn,1,1,4630,318,"FN,12",11/07/2001 19:36,2001,7,d
69,G,20010711,193729,65.917,-13.544,4,2,9,55,0.13,65.915,-13.542,6.2,mn,1,1,4630,335,"FN,12",11/07/2001 19:37,2001,7,d
70,G,20010711,194259,65.93,-13.557,4,2,9,25,0.065,65.929,-13.556,6.2,mn,1,1,400,322,"FN,12",11/07/2001 19:42,2001,7,d
71,G,20010711,195234,65.953,-13.579,4,4,9,120,0.324,65.948,-13.574,6.2,mn,1,1,5556,335,"FN,12",11/07/2001 19:52,2001,7,d
72,G,20010711,195500,65.959,-13.584,4,4,9,26,0.065,65.958,-13.583,6.2,mn,3,1,3241,285,"FN,12",11/07/2001 19:55,2001,7,d
73,G,20010711,195500,65.959,-13.584,4,4,9,0,0,65.959,-13.584,6.2,mn,5,1,3241,270,"FN,12",11/07/2001 19:55,2001,7,d
74,G,20010711,195600,65.961,-13.586,4,4,9,60,0.13,65.959,-13.584,6.2,mn,1,1,1852,318,"FN,12",11/07/2001 19:56,2001,7,d
75,G,20010711,200034,65.972,-13.597,4,4,9,120,0.324,65.967,-13.592,6.2,mn,1,1,4630,349,"FN,12",11/07/2001 20:00,2001,7,d
76,G,20010711,200148,65.975,-13.6,4,4,9,74,0.194,65.972,-13.597,6.2,mn,1,1,3333,17,"FN,12",11/07/2001 20:01,2001,7,d
77,G,20010711,200312,65.978,-13.603,4,4,9,38,0.065,65.977,-13.602,6.2,mn,1,1,4630,9,"FN,12",11/07/2001 20:03,2001,7,d
78,G,20010711,200434,65.982,-13.607,4,4,9,82,0.259,65.978,-13.603,6.2,mn,4,1,4630,353,"FN,12",11/07/2001 20:04,2001,7,d
79,G,20010711,200634,65.986,-13.611,4,4,9,120,0.259,65.982,-13.607,6.2,mn,1,1,3889,274,"FN,12",11/07/2001 20:06,2001,7,d
80,G,20010711,201114,65.998,-13.622,4,4,9,40,0.122,65.996,-13.621,6.2,mn,1,1,2592,36,"FN,12",11/07/2001 20:11,2001,7,d
81,G,20010711,201600,66.009,-13.633,4,4,9,86,0.251,66.005,-13.63,6.2,mn,1,1,981,65,"FN,12",11/07/2001 20:16,2001,7,d
82,G,20010711,203000,66.033,-13.644,4,4,9,86,0.209,66.031,-13.637,6.2,mn,1,1,2222,60,"FN,12",11/07/2001 20:30,2001,7,d
83,G,20010711,203302,66.038,-13.657,4,4,9,28,0.077,66.037,-13.655,6.2,mn,1,1,100,280,"FN,12",11/07/2001 20:33,2001,7,d
84,G,20010711,203600,66.044,-13.667,4,4,9,86,0.205,66.041,-13.663,6.2,mn,2,1,3704,352,"FN,12",11/07/2001 20:36,2001,7,d
85,G,20010711,203758,66.049,-13.672,4,4,9,84,0.251,66.045,-13.669,6.2,mn,3,1,1852,345,"FN,12",11/07/2001 20:37,2001,7,d
86,G,20010711,203800,66.049,-13.672,4,4,9,0,0,66.049,-13.672,6.2,mn,1,1,4630,335,"FN,12",11/07/2001 20:38,2001,7,d
87,G,20010711,203800,66.049,-13.672,4,4,9,0,0,66.049,-13.672,6.2,mn,1,1,4630,327,"FN,12",11/07/2001 20:38,2001,7,d
88,G,20010711,204207,66.058,-13.683,4,4,9,7,0,66.058,-13.683,6.2,mn,1,1,2222,318,"FN,12",11/07/2001 20:42,2001,7,d
89,G,20010711,204300,66.06,-13.685,4,4,9,26,0.065,66.059,-13.684,6.2,mn,1,1,3704,50,"FN,12",11/07/2001 20:43,2001,7,d
90,G,20010711,204500,66.065,-13.689,4,4,9,26,0.06,66.064,-13.689,6.2,mn,1,1,926,310,"FN,12",11/07/2001 20:45,2001,7,d
91,G,20010711,204600,66.067,-13.692,4,4,9,60,0.14,66.065,-13.689,6.2,mn,1,1,3704,338,"FN,12",11/07/2001 20:46,2001,7,d
92,G,20010711,204600,66.067,-13.692,4,4,9,0,0,66.067,-13.692,6.2,mn,1,1,2778,325,"FN,12",11/07/2001 20:46,2001,7,d
93,G,20010711,204700,66.069,-13.694,4,4,9,26,0.065,66.068,-13.693,6.2,mn,2,1,1852,40,"FN,12",11/07/2001 20:47,2001,7,d
94,G,20010711,204800,66.071,-13.696,4,4,9,60,0.129,66.069,-13.694,6.2,mn,1,1,5556,335,"FN,12",11/07/2001 20:48,2001,7,d
95,G,20010711,204826,66.072,-13.697,4,4,9,26,0.065,66.071,-13.696,6.2,mn,1,1,300,274,"FN,12",11/07/2001 20:48,2001,7,d
96,G,20010711,205100,66.078,-13.703,4,4,9,26,0.065,66.077,-13.702,6.2,mn,4,1,300,0,"FN,12",11/07/2001 20:51,2001,7,d
97,G,20010711,205100,66.078,-13.703,4,4,9,0,0,66.078,-13.703,6.2,mn,2,1,1852,15,"FN,12",11/07/2001 20:51,2001,7,d
98,G,20010711,205634,66.091,-13.715,4,4,9,94,0.205,66.088,-13.711,6.2,mn,1,1,400,0,"FN,12",11/07/2001 20:56,2001,7,d
99,G,20010711,210000,66.099,-13.723,4,4,9,0,0,66.099,-13.723,6.2,mn,1,1,1852,283,"FN,12",11/07/2001 21:00,2001,7,d
100,G,20010711,210200,66.104,-13.728,4,4,9,28,0.065,66.103,-13.727,6.2,mn,1,1,3704,325,"FN,12",11/07/2001 21:02,2001,7,d
101,G,20010711,210300,66.106,-13.73,4,4,9,26,0.065,66.105,-13.729,6.2,mn,1,1,3148,52,"FN,12",11/07/2001 21:03,2001,7,d
102,G,20010711,210700,66.116,-13.739,4,4,9,26,0.06,66.115,-13.739,6.2,mn,1,1,4259,20,"FN,12",11/07/2001 21:07,2001,7,d
103,G,20010711,211434,66.134,-13.757,4,4,9,120,0.324,66.129,-13.752,6.2,mn,1,1,500,45,"FN,12",11/07/2001 21:14,2001,7,d
104,G,20010711,211616,66.137,-13.761,4,4,9,102,0.205,66.134,-13.757,6.2,ba,1,1,20,0,"FN,12",11/07/2001 21:16,2001,7,d
105,G,20010711,212200,66.151,-13.773,4,4,9,86,0.251,66.147,-13.77,6.2,mn,1,1,740,270,"FN,12",11/07/2001 21:22,2001,7,d
106,G,20010711,212252,66.153,-13.775,4,4,9,18,0.06,66.152,-13.775,6.2,mn,1,1,5556,336,"FN,12",11/07/2001 21:22,2001,7,d
107,G,20010711,212400,66.155,-13.778,4,4,9,60,0.129,66.153,-13.776,6.2,mn,1,1,1852,0,"FN,12",11/07/2001 21:24,2001,7,d
108,G,20010711,212450,66.157,-13.78,4,4,9,16,0.024,66.157,-13.779,6.2,mn,2,1,2407,344,"FN,12",11/07/2001 21:24,2001,7,d
109,G,20010711,212812,66.165,-13.787,4,4,9,98,0.259,66.161,-13.783,6.2,mn,1,1,2222,2,"FN,12",11/07/2001 21:28,2001,7,d
110,G,20010711,213700,66.185,-13.807,4,4,9,26,0.065,66.184,-13.806,6.2,mn,1,1,1852,340,"FN,12",11/07/2001 21:37,2001,7,d
111,G,20010711,213807,66.188,-13.81,4,4,9,55,0.129,66.186,-13.808,6.2,mn,2,1,1481,343,"FN,12",11/07/2001 21:38,2001,7,d
112,G,20010712,45839,66.456,-13.791,5,3,9,56,0.263,66.453,-13.799,6.2,mn,2,1,5556,45,"FN,13",12/07/2001 04:58,2001,7,d
113,G,20010712,50610,66.461,-13.756,5,3,9,27,0.077,66.46,-13.758,6.2,mn,2,1,4630,29,"FN,13",12/07/2001 05:06,2001,7,d
114,G,20010712,53100,66.502,-13.655,5,3,9,77,0.187,66.5,-13.661,6.2,oo,6,1,1944,320,"FN,13",12/07/2001 05:31,2001,7,d
115,G,20010712,60200,66.53,-13.58,5,4,9,17,0.048,66.53,-13.582,6.2,mn,1,1,5556,25,"FN,13",12/07/2001 06:02,2001,7,d
116,G,20010712,61400,66.546,-13.524,5,4,9,17,0.065,66.545,-13.525,6.2,pm,1,1,1296,333,"FN,13",12/07/2001 06:14,2001,7,d
117,G,20010712,64530,66.568,-13.465,5,4,9,80,0.2,66.567,-13.473,6.2,mn,2,1,3333,41,"FN,13",12/07/2001 06:45,2001,7,d
118,G,20010712,64600,66.569,-13.463,5,4,9,17,0.048,66.569,-13.465,6.2,ll,7,1,200,44,"FN,13",12/07/2001 06:46,2001,7,d
119,G,20010712,64950,66.573,-13.444,5,4,9,7,0.024,66.573,-13.445,6.2,mn,2,1,2778,43,"FN,13",12/07/2001 06:49,2001,7,d
120,G,20010712,64950,66.573,-13.444,5,4,9,0,0,66.573,-13.444,6.2,mn,1,1,3704,17,"FN,13",12/07/2001 06:49,2001,7,d
121,G,20010712,65120,66.575,-13.437,5,4,9,20,0.048,66.575,-13.439,6.2,mn,1,1,3704,20,"FN,13",12/07/2001 06:51,2001,7,d
122,G,20010712,65200,66.576,-13.434,5,4,9,17,0.024,66.576,-13.435,6.2,mn,1,1,2852,55,"FN,13",12/07/2001 06:52,2001,7,d
123,G,20010712,65620,66.583,-13.415,5,4,9,37,0.077,66.582,-13.417,6.2,mn,2,1,2778,50,"FN,13",12/07/2001 06:56,2001,7,d
124,G,20010712,70110,66.59,-13.393,5,4,9,87,0.206,66.588,-13.4,6.2,mn,1,1,2407,355,"FN,13",12/07/2001 07:01,2001,7,d
125,G,20010712,70400,66.594,-13.381,5,4,9,17,0.024,66.594,-13.382,6.2,mn,1,1,2778,330,"FN,13",12/07/2001 07:04,2001,7,d
126,G,20010712,70800,66.601,-13.363,5,4,9,17,0.077,66.6,-13.365,6.2,mn,2,1,2037,0,"FN,13",12/07/2001 07:08,2001,7,d
127,G,20010712,70819,66.601,-13.362,5,4,9,3,0,66.601,-13.362,6.2,mn,1,1,1852,347,"FN,13",12/07/2001 07:08,2001,7,d
128,G,20010712,71520,66.612,-13.331,5,4,9,337,0.804,66.603,-13.356,6.2,mn,2,1,1481,33,"FN,13",12/07/2001 07:15,2001,7,d
129,G,20010712,72015,66.619,-13.309,5,4,9,32,0.071,66.619,-13.312,6.2,mn,2,1,1111,50,"FN,13",12/07/2001 07:20,2001,7,d
130,G,20010712,72700,66.63,-13.279,5,4,9,77,0.187,66.628,-13.285,6.2,mn,2,1,2352,90,"FN,13",12/07/2001 07:27,2001,7,d
131,G,20010712,73350,66.639,-13.249,5,7,1,7,0.024,66.639,-13.25,6.2,mn,1,1,1852,42,"FN,13",12/07/2001 07:33,2001,7,d
132,G,20010712,75100,66.665,-13.173,5,7,0.2,197,0.448,66.66,-13.187,6.2,mn,1,1,1481,83,"FN,13",12/07/2001 07:51,2001,7,d
133,G,20010712,75100,66.665,-13.173,5,7,0.2,0,0,66.665,-13.173,6.2,mn,1,1,2778,82,"FN,13",12/07/2001 07:51,2001,7,d
134,G,20010712,75225,66.667,-13.167,5,4,9,25,0.077,66.666,-13.169,6.2,mn,1,1,4630,39,"FN,13",12/07/2001 07:52,2001,7,d
135,G,20010712,75800,66.675,-13.143,5,4,9,17,0.024,66.675,-13.144,6.2,mn,2,1,2778,75,"FN,13",12/07/2001 07:58,2001,7,d
136,G,20010712,81100,66.695,-13.085,5,4,9,77,0.186,66.693,-13.091,6.2,mn,1,1,3704,51,"FN,13",12/07/2001 08:11,2001,7,d
137,G,20010712,81700,66.704,-13.058,5,4,9,77,0.186,66.702,-13.064,6.2,mn,1,1,5556,325,"FN,13",12/07/2001 08:17,2001,7,d
138,G,20010712,82400,66.715,-13.025,5,4,na,17,0.024,66.715,-13.026,6.2,mn,1,1,1852,86,"FN,13",12/07/2001 08:24,2001,7,d
139,G,20010712,85300,66.76,-12.89,5,4,na,41,0.112,66.759,-12.894,6.2,mn,5,1,1481,300,"FN,13",12/07/2001 08:53,2001,7,d
140,G,20010712,93400,66.81,-12.74,5,4,na,17,0.076,66.809,-12.742,6.2,mn,2,1,1111,317,"FN,13",12/07/2001 09:34,2001,7,d
141,G,20010712,93710,66.815,-12.726,5,4,na,87,0.204,66.813,-12.733,6.2,mn,1,1,3704,44,"FN,13",12/07/2001 09:37,2001,7,d
142,G,20010712,112600,66.905,-12.897,5,7,0.2,17,0.047,66.905,-12.895,6.2,mn,1,1,1852,50,"FN,14",12/07/2001 11:26,2001,7,d
143,G,20010712,120256,66.932,-12.992,5,7,0.2,73,0.175,66.933,-12.985,6.2,mn,1,1,2222,6,"FN,14",12/07/2001 12:02,2001,7,d
144,G,20010712,121625,66.918,-13.068,5,7,0.2,42,0.112,66.919,-13.064,6.2,mn,1,1,5741,295,"FN,14",12/07/2001 12:16,2001,7,d
145,G,20010712,123000,66.912,-13.152,4,3,9,17,0.024,66.912,-13.151,6.2,mn,1,1,740,354,"FN,14",12/07/2001 12:30,2001,7,d
146,G,20010712,124000,66.915,-13.217,4,3,9,17,0.047,66.915,-13.215,6.2,mn,1,1,2407,31,"FN,14",12/07/2001 12:40,2001,7,d
147,G,20010712,124220,66.915,-13.233,4,3,9,37,0.094,66.915,-13.229,6.2,mn,1,1,3889,58,"FN,14",12/07/2001 12:42,2001,7,d
148,G,20010712,130400,66.92,-13.31,4,3,9,17,0.024,66.92,-13.309,6.2,mn,1,1,20,350,"FN,14",12/07/2001 13:04,2001,7,d
149,G,20010712,131810,66.92,-13.401,4,3,9,27,0.071,66.92,-13.398,6.2,mn,2,1,1296,312,"FN,14",12/07/2001 13:18,2001,7,d
150,G,20010712,135529,66.927,-13.636,4,3,9,106,0.282,66.927,-13.624,6.2,mn,1,1,1852,68,"FN,14",12/07/2001 13:55,2001,7,d
151,G,20010712,152535,66.942,-14.092,4,2,na,57,0.141,66.942,-14.086,6.2,mn,2,1,5556,285,"FN,14",12/07/2001 15:25,2001,7,d
152,G,20010712,152927,66.943,-14.118,4,2,na,49,0.117,66.943,-14.113,6.2,mn,1,1,5741,288,"FN,14",12/07/2001 15:29,2001,7,d
153,G,20010712,152927,66.943,-14.118,4,2,na,0,0,66.943,-14.118,6.2,mn,1,1,5185,280,"FN,14",12/07/2001 15:29,2001,7,d
154,G,20010712,153130,66.943,-14.132,4,2,na,52,0.141,66.943,-14.126,6.2,mn,1,1,5000,307,"FN,14",12/07/2001 15:31,2001,7,d
155,G,20010712,153950,66.944,-14.188,4,2,na,72,0.211,66.944,-14.179,6.2,mn,1,1,2778,39,"FN,14",12/07/2001 15:39,2001,7,d
156,G,20010712,160845,66.948,-14.307,4,4,9,7,0.023,66.948,-14.306,6.2,mn,1,1,3704,345,"FN,14",12/07/2001 16:08,2001,7,d
157,G,20010712,161902,66.95,-14.374,4,4,9,24,0.07,66.95,-14.371,6.2,mn,1,1,4815,314,"FN,14",12/07/2001 16:19,2001,7,d
158,G,20010712,162100,66.95,-14.387,4,4,9,22,0.047,66.95,-14.385,6.2,ll,3,1,20,270,"FN,14",12/07/2001 16:21,2001,7,d
159,G,20010712,163600,66.954,-14.485,4,4,9,82,0.211,66.954,-14.476,6.2,mn,7,1,7408,357,"FN,14",12/07/2001 16:36,2001,7,d
160,G,20010712,164000,66.955,-14.512,4,4,9,82,0.211,66.955,-14.503,6.2,mn,2,1,1944,314,"FN,14",12/07/2001 16:40,2001,7,d
161,G,20010712,164820,66.956,-14.564,4,4,9,80,0.22,66.955,-14.555,6.2,mn,1,1,5926,24,"FN,14",12/07/2001 16:48,2001,7,d
162,G,20010712,165310,66.957,-14.595,4,4,9,32,0.07,66.957,-14.592,6.2,mn,1,1,2407,298,"FN,14",12/07/2001 16:53,2001,7,d
163,G,20010712,165320,66.957,-14.596,4,4,9,10,0.023,66.957,-14.595,6.2,mn,1,1,5556,292,"FN,14",12/07/2001 16:53,2001,7,d
164,G,20010712,165400,66.958,-14.6,4,4,9,40,0.111,66.957,-14.596,6.2,ll,14,1,629,5,"FN,14",12/07/2001 16:54,2001,7,d
165,G,20010712,165508,66.958,-14.608,4,4,9,30,0.07,66.958,-14.605,6.2,mn,2,1,5000,321,"FN,14",12/07/2001 16:55,2001,7,d
166,G,20010712,165510,66.958,-14.608,4,4,9,2,0,66.958,-14.608,6.2,mn,2,1,4259,270,"FN,14",12/07/2001 16:55,2001,7,d
167,G,20010712,170701,66.96,-14.684,4,4,9,1,0,66.96,-14.684,6.2,mn,2,1,740,40,"FN,14",12/07/2001 17:07,2001,7,d
168,G,20010712,170800,66.96,-14.69,4,4,9,59,0.141,66.96,-14.684,6.2,mn,3,1,2018,15,"FN,14",12/07/2001 17:08,2001,7,d
169,G,20010712,172720,66.976,-14.715,4,4,9,42,0.094,66.976,-14.711,6.2,mn,2,1,926,10,"FN,14",12/07/2001 17:27,2001,7,d
170,G,20010712,172730,66.976,-14.716,4,4,9,10,0.023,66.976,-14.715,6.2,mn,1,1,3704,90,"FN,14",12/07/2001 17:27,2001,7,d
171,G,20010712,194800,67.222,-15.157,4,4,9,82,0.214,67.219,-15.152,6.2,ll,5,1,537,310,"FN,14",12/07/2001 19:48,2001,7,d
172,G,20010712,195900,67.244,-15.194,4,4,9,22,0.064,67.243,-15.193,6.2,ll,1,1,3241,354,"FN,14",12/07/2001 19:59,2001,7,d
